INSERT INTO Users VALUES ('-100', 'Braylen Chau', 'P00100', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('303', 'Francisco Kwok', 'S00303', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('304', 'Michelle Chau', 'S00304', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('305', 'Jase Foong', 'S00305', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('306', 'Elaina Hood', 'S00306', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('307', 'Kason Tanner', 'S00307', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('308', 'Nehemiah Palmer', 'S00308', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('309', 'Evie Palmer', 'S00309', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('310', 'Odin Yap', 'S00310', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('311', 'Wade Kim', 'S00311', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('312', 'Jorge Chin', 'S00312', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('313', 'Brooks Bishop', 'S00313', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('314', 'Camille Chua', 'S00314', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('315', 'Arielle Yong', 'S00315', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('316', 'Fabian Wong', 'S00316', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('317', 'Amari Wong', 'S00317', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('318', 'Lucille Chau', 'S00318', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('319', 'Kenneth Yap', 'S00319', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('320', 'Cohen Yong', 'S00320', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('321', 'Charlie Chew', 'S00321', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('322', 'Cohen Soo', 'S00322', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('323', 'Lilah Chai', 'S00323', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('324', 'Samara Chang', 'S00324', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('325', 'Heaven Loh', 'S00325', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('326', 'Lia Tong', 'S00326', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('327', 'Colt Lai', 'S00327', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('328', 'Enzo Loong', 'S00328', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('329', 'Daxton Hood', 'S00329', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('330', 'Jayceon Goh', 'S00330', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('331', 'Makenzie Yong', 'S00331', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('332', 'Selena Koh', 'S00332', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('333', 'Jaylen Sze', 'S00333', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('334', 'Emerson Tan', 'S00334', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('335', 'Phoenix Looi', 'S00335', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('336', 'Vanessa Kwok', 'S00336', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('337', 'Emerson Yee', 'S00337', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('338', 'Amara Ma', 'S00338', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('339', 'Ibrahim Siew', 'S00339', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('340', 'Jordan Wong', 'S00340', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('341', 'Simon Koh', 'S00341', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('342', 'Angela Bishop', 'S00342', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('343', 'Titus Hood', 'S00343', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('344', 'Blakely Bishop', 'S00344', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('345', 'Joanna Palmer', 'S00345', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('346', 'Kendall Bishop', 'S00346', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('347', 'Warren Yee', 'S00347', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('348', 'Angela Hood', 'S00348', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('349', 'Omar Chau', 'S00349', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('350', 'Clark Yee', 'S00350', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('351', 'Jane Liew', 'S00351', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('352', 'Esmeralda Soo', 'S00352', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('353', 'Shelby Bishop', 'S00353', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('354', 'Charlee Chew', 'S00354', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('355', 'Frank Sim', 'S00355', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('356', 'Leonel Sun', 'S00356', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('357', 'Gideon Loh', 'S00357', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('358', 'Arthur Sun', 'S00358', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('359', 'Amara Koh', 'S00359', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('360', 'Sergio Coffey', 'S00360', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('361', 'Arlo Ng', 'S00361', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('362', 'Dahlia Tong', 'S00362', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('363', 'Sloane Tong', 'S00363', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('364', 'Adelyn Sim', 'S00364', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('365', 'Zayn Li', 'S00365', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('366', 'Noel Goh', 'S00366', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('367', 'Dominick Yee', 'S00367', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('368', 'Alayna Bautista', 'S00368', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('369', 'Camille Lloyd', 'S00369', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('370', 'Cayden Goh', 'S00370', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('371', 'Amara Sun', 'S00371', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('372', 'Blakely Ng', 'S00372', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('373', 'Stephanie Ha', 'S00373', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('374', 'Malia Lim', 'S00374', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('375', 'Jake Moran', 'S00375', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('376', 'Tyson Moran', 'S00376', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('377', 'Alondra Ma', 'S00377', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('378', 'Danielle Wong', 'S00378', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('379', 'Aniyah Coffey', 'S00379', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('380', 'Arlo Yap', 'S00380', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('381', 'Michelle Goh', 'S00381', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('382', 'Alivia Palmer', 'S00382', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('383', 'Corbin Loo', 'S00383', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('384', 'Dakota Li', 'S00384', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('385', 'Gage Sze', 'S00385', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('386', 'Haley Law', 'S00386', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('387', 'Lucille Cheong', 'S00387', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('388', 'Giselle Hood', 'S00388', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('389', 'Fatima Hood', 'S00389', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('390', 'Desmond Lai', 'S00390', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('391', 'Thiago Ng', 'S00391', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('392', 'Dominick Soo', 'S00392', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('393', 'Amari Moran', 'S00393', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('394', 'Elaina Foong', 'S00394', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('395', 'Haven Bishop', 'S00395', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('396', 'Griffin Koh', 'S00396', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('397', 'Vera Loong', 'S00397', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('398', 'Elliana Ma', 'S00398', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('399', 'Omar Loh', 'S00399', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('400', 'Lena Moran', 'S00400', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('401', 'Amari Ong', 'S00401', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('402', 'Desmond Chew', 'S00402', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('403', 'Joanna Reyes', 'S00403', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('404', 'Madeleine Kwok', 'S00404', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('405', 'Elle Ong', 'S00405', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('406', 'Lena Tanner', 'S00406', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('407', 'Kenzie Palmer', 'S00407', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('408', 'Hendrix Ha', 'S00408', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('409', 'Lia Chew', 'S00409', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('410', 'Collin Chin', 'S00410', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('411', 'Legend Ha', 'S00411', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('412', 'Gracelynn Goh', 'S00412', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('413', 'Felicity Chau', 'S00413', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('414', 'Mark Chau', 'S00414', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('415', 'Romeo Yong', 'S00415', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('416', 'Kyler Frost', 'S00416', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('417', 'Martin Tan', 'S00417', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('418', 'Dominick Bishop', 'S00418', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('419', 'Brooks Loh', 'S00419', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('420', 'Rosalie Chua', 'S00420', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('421', 'Tyson Chua', 'S00421', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('422', 'Joy Chooi', 'S00422', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('423', 'Emerson Ho', 'S00423', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('424', 'Alana Ong', 'S00424', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('425', 'Juniper Chang', 'S00425', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('426', 'Amari Chong', 'S00426', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('427', 'Zane Bishop', 'S00427', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('428', 'Ellis Goh', 'S00428', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('429', 'Dakota Wong', 'S00429', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('430', 'Kinley Liew', 'S00430', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('431', 'Shawn Li', 'S00431', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('432', 'Heaven Ong', 'S00432', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('433', 'Ronan Chin', 'S00433', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('434', 'Millie Chong', 'S00434', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('435', 'Caiden Lai', 'S00435', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
INSERT INTO Users VALUES ('436', 'Jane Lloyd', 'S00436', 'default.jpg', '$2b$12$3m15Cp5Yah//3.ZwUY5g4OWPvSVjhYeVkGaX8PvEBVdp7mM4R/dA2');
